taxLevels,ntaxa,test,antigen,Taxon,Intercept_estimate,clr_estimate,clr_std.error,clr_p.value,clr_q.value,Kingdom,Phylum,Class,Order,Family,Genus,Species
Phylum,5,gaussian,Con.6.gp120.B_Month_12,Bacteria,3.755295011844393,-0.2854610687787082,0.17130319999232166,0.11203291435616033,0.1867215239269339,Bacteria,NA,NA,NA,NA,NA,NA
Phylum,5,gaussian,Con.6.gp120.B_Month_12,Campylobacter,2.6656254447285495,-0.09781119562404211,0.07564690874067082,0.21151403426445006,0.26439254283056257,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
Phylum,5,gaussian,Con.6.gp120.B_Month_12,Actinobacteria,2.818822379997189,-0.012506790976488531,0.13896849660575988,0.9292313137663665,0.9292313137663666,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
Phylum,5,gaussian,Con.6.gp120.B_Month_12,Porphyromonadaceae,3.2895332648170044,0.22294179427074462,0.13034913113308022,0.10348222549177485,0.1867215239269339,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,NA
Phylum,5,gaussian,Con.6.gp120.B_Month_12,Bacteroidetes,1.5614614662230974,0.5023887032810445,0.1549230904691752,0.004282191731185686,0.02141095865592843,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
Phylum,5,binomial,IgG_Con.6.gp120.B_Month_6.5,Campylobacter,-1.121642515492646,-0.667880490234139,0.43655178828120156,0.1260415347901816,0.10561614317981176,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
Phylum,5,binomial,IgG_Con.6.gp120.B_Month_6.5,Bacteria,2.000341488959529,-0.5957183013705482,0.9215005552889307,0.5179779442249112,0.17361525409004883,Bacteria,NA,NA,NA,NA,NA,NA
Phylum,5,binomial,IgG_Con.6.gp120.B_Month_6.5,Actinobacteria,1.2408869428516023,0.5908729235559251,0.7015961132469193,0.3996850460498003,0.16745746995502986,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
Phylum,5,binomial,IgG_Con.6.gp120.B_Month_6.5,Porphyromonadaceae,1.5251474778399525,0.7110132907063832,0.715696082609855,0.32048729051328934,0.16745746995502986,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,NA
Phylum,5,binomial,IgG_Con.6.gp120.B_Month_6.5,Bacteroidetes,-5.973814884298724,2.3862020235545174,1.298545818999613,0.06612202445544992,0.10561614317981176,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
Phylum,5,binomial,IgG_Con.6.gp120.B_Month_12,Campylobacter,-1.1113297154606432,-0.6623185987924441,0.4356264624434527,0.12841501500125985,0.22919878081685205,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
Phylum,5,binomial,IgG_Con.6.gp120.B_Month_12,Bacteria,1.1803714546626252,-0.33935402886877825,0.8963057032721722,0.7049744072485107,0.8812180090606383,Bacteria,NA,NA,NA,NA,NA,NA
Phylum,5,binomial,IgG_Con.6.gp120.B_Month_12,Actinobacteria,0.24716835550806818,0.07862313404934243,0.6715110980269388,0.9067935728746294,0.9067935728746294,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
Phylum,5,binomial,IgG_Con.6.gp120.B_Month_12,Porphyromonadaceae,2.4286832256126534,1.157395008196286,0.7793419258999146,0.13751926849011123,0.22919878081685205,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,NA
Phylum,5,binomial,IgG_Con.6.gp120.B_Month_12,Bacteroidetes,-5.776033037509327,2.308128437139523,1.2776179368375635,0.07082663915646137,0.22919878081685205,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
Phylum,5,binomial,IgG_gp41_Month_0,Porphyromonadaceae,-4.217665141945315,-2.168933939036025,1.0277041491466665,0.03481829754166289,0.17409148770831445,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,NA
Phylum,5,binomial,IgG_gp41_Month_0,Bacteroidetes,3.325139058109758,-1.2620870427134634,1.0467222540115355,0.2279132788312774,0.37985546471879567,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
Phylum,5,binomial,IgG_gp41_Month_0,Actinobacteria,-0.09719993376438979,-0.09976197707701258,0.6712618275497244,0.8818546141021069,0.8818546141021069,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
Phylum,5,binomial,IgG_gp41_Month_0,Campylobacter,1.3399045297667929,0.6685892588733225,0.4446857068817773,0.13270766610646803,0.33176916526617006,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
Phylum,5,binomial,IgG_gp41_Month_0,Bacteria,-2.6293801443552534,0.8545041098558446,0.9662652607922366,0.37651432730769074,0.47064290913461343,Bacteria,NA,NA,NA,NA,NA,NA
Phylum,5,binomial,IgG_gp41_Month_6.5,Bacteria,7.244285545879739,-2.2370901339712588,1.3137365243500037,0.08859701315058131,0.08444228357507999,Bacteria,NA,NA,NA,NA,NA,NA
Phylum,5,binomial,IgG_gp41_Month_6.5,Actinobacteria,-0.6701026979244643,-0.39705362235736597,0.6826901333746501,0.5608351157953844,0.21381397048392903,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
Phylum,5,binomial,IgG_gp41_Month_6.5,Campylobacter,-0.6039594578013869,-0.3859606273464367,0.39888025268375643,0.33323904831490886,0.15880595301938055,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
Phylum,5,binomial,IgG_gp41_Month_6.5,Bacteroidetes,-3.7081926201926825,1.4936958977876769,1.0884446484034573,0.16996340254389547,0.10799534750758824,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
Phylum,5,binomial,IgG_gp41_Month_6.5,Porphyromonadaceae,5.646238965559946,2.7404774212718976,1.2139044577397369,0.023972319614768683,0.04569629017678611,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,NA
Phylum,5,binomial,IgG_gp70_B.CaseA_V1_V2_Month_12,Campylobacter,-1.075805278450604,-0.6431415085265072,0.43248972497743626,0.13699692651156437,0.4764460191149034,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
Phylum,5,binomial,IgG_gp70_B.CaseA_V1_V2_Month_12,Bacteria,-0.13146313149856642,0.07096552207037561,0.8858689883394756,0.9361510646075082,0.9361510646075082,Bacteria,NA,NA,NA,NA,NA,NA
Phylum,5,binomial,IgG_gp70_B.CaseA_V1_V2_Month_12,Actinobacteria,0.9061835804586321,0.4188372762242367,0.6866928205470276,0.541905550570085,0.6773819382126063,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
Phylum,5,binomial,IgG_gp70_B.CaseA_V1_V2_Month_12,Porphyromonadaceae,1.956911126700296,0.9245736789642709,0.7425912822282649,0.21310822246674957,0.4764460191149034,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,NA
Phylum,5,binomial,IgG_gp70_B.CaseA_V1_V2_Month_12,Bacteroidetes,-2.6683215886908913,1.0849538719402423,1.016606563174256,0.2858676114689421,0.4764460191149034,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
Phylum,5,binomial,IgG_ZM96.gp140_Month_6.5,Bacteria,7.321881058609726,-2.261382632180928,1.321023992680047,0.0869260298938044,0.14800535142564786,Bacteria,NA,NA,NA,NA,NA,NA
Phylum,5,binomial,IgG_ZM96.gp140_Month_6.5,Campylobacter,-0.3595912379121616,-0.2513430680548663,0.38796997295224783,0.5170874393789999,0.4402116850187128,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
Phylum,5,binomial,IgG_ZM96.gp140_Month_6.5,Actinobacteria,-0.25019342518132814,-0.17910567597503063,0.6728622133165014,0.7900969089754912,0.5381061153539254,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
Phylum,5,binomial,IgG_ZM96.gp140_Month_6.5,Porphyromonadaceae,2.3858308003171484,1.1362672607089987,0.7756945344036612,0.14296497018086232,0.16228035629086773,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,NA
Phylum,5,binomial,IgG_ZM96.gp140_Month_6.5,Bacteroidetes,-5.283673397997832,2.1139264315998156,1.2279047698151317,0.08514708472485155,0.14800535142564786,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
Phylum,5,binomial,isMale,Campylobacter,-6.890823131567841,-2.8685257799212645,1.2580767357652893,0.02260246453254754,0.02859787364262841,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
Phylum,5,binomial,isMale,Actinobacteria,1.6205885215731581,1.1178558403738816,0.7783447474649934,0.1509464937983325,0.0477464387813372,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
Phylum,5,binomial,isMale,Bacteroidetes,-3.7109768873941835,1.2486326410823556,1.0727604261331263,0.24444686558506415,0.06185750730210582,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
Phylum,5,binomial,isMale,Porphyromonadaceae,2.4117852233595274,1.4946322530450635,0.8662375590985205,0.08445001259224477,0.0477464387813372,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,NA
Phylum,5,binomial,isMale,Bacteria,-5.912216319250177,1.6808283203879115,1.160912340368806,0.1476586711724786,0.0477464387813372,Bacteria,NA,NA,NA,NA,NA,NA
Class,12,gaussian,Con.6.gp120.B_Month_12,Alphaproteobacteria,1.9431807324076094,-0.38361428305861534,0.31077285101328017,0.23210826795599493,0.3568949997175255,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Class,12,gaussian,Con.6.gp120.B_Month_12,Bacteroidetes,2.06638372496232,-0.3269173137531817,0.3345085453748788,0.34069793456726727,0.3630278572427792,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
Class,12,gaussian,Con.6.gp120.B_Month_12,Firmicutes,3.8504912500398114,-0.27770117260400334,0.13958301634351092,0.06123631788985194,0.3262492521010783,Bacteria,Firmicutes,NA,NA,NA,NA,NA
Class,12,gaussian,Con.6.gp120.B_Month_12,Campylobacter,2.7580929831517196,-0.08594939668751507,0.07117000495768355,0.24199551396956978,0.3568949997175255,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
Class,12,gaussian,Con.6.gp120.B_Month_12,Fusobacteriales,2.805036016810796,-0.0698263401657921,0.05583882312734958,0.226299488257413,0.3568949997175255,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,NA,NA,NA
Class,12,gaussian,Con.6.gp120.B_Month_12,Actinobacteria,2.8257022453758114,-0.015625167692472467,0.14976761925121282,0.918001387347025,0.8151406343221468,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
Class,12,gaussian,Con.6.gp120.B_Month_12,Actinobacteria.1,2.8512449265466455,-0.013794201331769921,0.10445234882428828,0.8963236235900645,0.8151406343221468,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
Class,12,gaussian,Con.6.gp120.B_Month_12,Proteobacteria,2.717634422639785,0.07988717692640535,0.07618492750076272,0.30752050122549546,0.3630278572427792,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
Class,12,gaussian,Con.6.gp120.B_Month_12,Bacteroidetes.1,2.634404895768355,0.14686377386478625,0.1286888053731284,0.2679538483567763,0.3568949997175255,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
Class,12,gaussian,Con.6.gp120.B_Month_12,Porphyromonadaceae,3.036681757994533,0.1645200564193489,0.11448483475005103,0.1669691458721822,0.3568949997175255,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,NA
Class,12,gaussian,Con.6.gp120.B_Month_12,Erysipelotrichaceae,3.1623045402987864,0.1704209595162604,0.13209594802503993,0.21248700976778134,0.3568949997175255,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA,NA
Class,12,gaussian,Con.6.gp120.B_Month_12,Bacteroidetes.2,1.5667448705274267,0.399949427942289,0.13472278267834661,0.007889657148944944,0.08406758710761006,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
Class,12,binomial,IgG_Con.6.gp120.B_Month_6.5,Fusobacteriales,-0.3016387774523445,-0.6359637552035637,0.39752560653162305,0.10964168055054582,0.3717226391254943,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,NA,NA,NA
Class,12,binomial,IgG_Con.6.gp120.B_Month_6.5,Campylobacter,-0.4770319199349329,-0.5727095369747899,0.40261096036924277,0.15488443296895596,0.3717226391254943,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
Class,12,binomial,IgG_Con.6.gp120.B_Month_6.5,Firmicutes,2.1500623238435392,-0.5659327330968401,0.7676353807222277,0.4609754421350352,0.6914631632025529,Bacteria,Firmicutes,NA,NA,NA,NA,NA
Class,12,binomial,IgG_Con.6.gp120.B_Month_6.5,Actinobacteria.1,0.22014727302925385,-0.20779383917776886,0.5113757839159018,0.6844907829575702,0.9126543772767602,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
Class,12,binomial,IgG_Con.6.gp120.B_Month_6.5,Bacteroidetes.1,0.19615210743148084,-0.07096657986161742,0.6430309870951143,0.9121218026052607,0.943672076033356,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
Class,12,binomial,IgG_Con.6.gp120.B_Month_6.5,Bacteroidetes,0.37319115373262624,0.11696894801919225,1.6554866197394609,0.943672076033356,0.943672076033356,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
Class,12,binomial,IgG_Con.6.gp120.B_Month_6.5,Alphaproteobacteria,1.1669957840045593,0.4567030383277012,1.5687633519950037,0.7709572767483396,0.9251487320980075,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Class,12,binomial,IgG_Con.6.gp120.B_Month_6.5,Porphyromonadaceae,0.7300583938037946,0.5361011332481286,0.6055251776118693,0.37596840950248533,0.644517273432832,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,NA
Class,12,binomial,IgG_Con.6.gp120.B_Month_6.5,Proteobacteria,-0.9262998355068185,0.6663115009268273,0.4426989871205646,0.132295317441748,0.3717226391254943,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
Class,12,binomial,IgG_Con.6.gp120.B_Month_6.5,Actinobacteria,0.8824262176158331,0.7084733955981556,0.7541896387072917,0.34753381803625777,0.644517273432832,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
Class,12,binomial,IgG_Con.6.gp120.B_Month_6.5,Erysipelotrichaceae,3.0099577225337093,1.517310927468348,0.9613983092433204,0.11451199854957111,0.3717226391254943,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA,NA
Class,12,binomial,IgG_Con.6.gp120.B_Month_6.5,Bacteroidetes.2,-6.823692367016333,2.1737299293530636,1.1427633472295418,0.0571489594146512,0.3717226391254943,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
Class,12,binomial,IgG_Con.6.gp120.B_Month_12,Firmicutes,4.143004923984224,-1.114952645080565,0.845904708561871,0.1874837671682917,0.45115737299722936,Bacteria,Firmicutes,NA,NA,NA,NA,NA
Class,12,binomial,IgG_Con.6.gp120.B_Month_12,Alphaproteobacteria,-1.6069320968066485,-0.7260213833031882,1.5757279147415615,0.6449758165347872,0.6506758932262753,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Class,12,binomial,IgG_Con.6.gp120.B_Month_12,Campylobacter,-0.5420080980865752,-0.6349163505490454,0.41344330569605897,0.12461703996750255,0.4357793687370558,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
Class,12,binomial,IgG_Con.6.gp120.B_Month_12,Actinobacteria.1,0.25506159079595775,-0.2662727982139649,0.5169212904716208,0.6064741650325927,0.6506758932262753,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
Class,12,binomial,IgG_Con.6.gp120.B_Month_12,Bacteroidetes,-0.533815591949952,-0.2648851171837527,1.6562055811235312,0.872932335603565,0.7517877148921527,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
Class,12,binomial,IgG_Con.6.gp120.B_Month_12,Fusobacteriales,-0.007859938891061333,-0.18895106689222904,0.28980557456071926,0.5144059977352038,0.6506758932262753,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,NA,NA,NA
Class,12,binomial,IgG_Con.6.gp120.B_Month_12,Actinobacteria,-0.010892591847028028,-0.0961821474377465,0.7235101838387329,0.8942422493063235,0.7517877148921527,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
Class,12,binomial,IgG_Con.6.gp120.B_Month_12,Bacteroidetes.1,-0.35091292668538987,0.3146286076680121,0.6527140288483136,0.6297836942907047,0.6506758932262753,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
Class,12,binomial,IgG_Con.6.gp120.B_Month_12,Proteobacteria,-0.6337010596825591,0.47166639556872714,0.4118341434803059,0.25209219490293094,0.45115737299722936,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
Class,12,binomial,IgG_Con.6.gp120.B_Month_12,Porphyromonadaceae,0.9099724493889947,0.6871704619720246,0.620787995955784,0.2683230758020901,0.45115737299722936,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,NA
Class,12,binomial,IgG_Con.6.gp120.B_Month_12,Erysipelotrichaceae,2.794571751948552,1.4078464186446917,0.9288262218904222,0.12958855112331066,0.4357793687370558,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA,NA
